Reputation,LuFid,EinheitlicheID,Exz_gefoerdert_FJ,Profs,Mitarbeiter,Drittmitteleinnahmen,Grundmittel,DiplBaMa,StudierendeGesamt,Zitationen,Publikationen,Foerderphase,DM_DFG_Mittel,FoerderungPhase1
0,36,57,0,2,8.8000002,.0528176033741611,1.129048063475373,262,.29839998,.0066,.0020000001,1,18.59382371076132,0
0,36,57,0,4.2,11,.3146895777586383,.7007162616512849,203.39999,.27160001,.0198,.0026,2,35.51963860397759,0
0,37,57,0,17.2,88.400002,4.483112216943048,7.775012653027955,404.79999,.428,5.4263997,.2138,1,18.59382371076132,0
0,37,57,0,18.6,115.2,7.298118645637762,6.387868320622389,418.60001,.44779998,7.8555999,.29300001,2,35.51963860397759,0
0,38,57,0,2,10.2,.0427922080545965,.8295134667100443,321,.3644,.0184,.0018,1,18.59382371076132,0
0,38,57,0,3,14.6,.3929222679929456,.7948699184912307,325.79999,.3998,.075800002,.0049999999,2,35.51963860397759,0
1,39,57,0,8.199999999999999,38.200001,1.343257097431146,2.854597221589577,554.20001,.55419999,.59679997,.029999999,1,18.59382371076132,0
0,39,57,0,7.6,64.400002,2.479534739429021,2.715055707965468,525.79999,.52579999,1.3938,.0528,2,35.51963860397759,0
0,41,57,0,0,,.0300491758327155,0,,0,0,0,1,18.59382371076132,0
0,41,57,0,2,17,.6523192946323063,.0884201762737955,17,.017000001,0,0,2,35.51963860397759,0
1,42,57,0,19.8,67,.3547847038380259,6.432194691026617,1799.6,1.7996,.0049999999,.0018,1,18.59382371076132,0
0,42,57,0,23,87.400002,.6209535636250541,6.738523665658009,1533.8,1.5338,.017000001,.0024000001,2,35.51963860397759,0
0,44,57,0,5.8,21.6,.1213235475046392,2.363801280999064,336,.70039999,.0099999998,.0048000002,1,18.59382371076132,0
0,44,57,0,6.2,29.4,.5068721952070995,2.28106971546054,241.2,.6516,.0266,.0074,2,35.51963860397759,0
0,45,57,0,1.8,5.5999999,.2120272287308213,.4422074277271948,81.800003,.081800006,.0099999998,.0048000002,1,18.59382371076132,0
0,45,57,0,2,6.8000002,.2090602832433418,.5114934954392517,119.4,.1194,.0266,.0074,2,35.51963860397759,0
0,48,57,0,3,10.6,.3722387438558489,.6897012974970123,235.39999,.23539999,.0071999999,.0016000001,1,18.59382371076132,0
0,48,57,0,2.8,14.2,.5855633921184192,.7900016179558461,247.39999,.2474,.028000001,.0038000001,2,35.51963860397759,0
0,49,57,0,2.8,18.4,.5153397986429847,1.79901461758431,122.6,.2906,.00080000004,0,1,18.59382371076132,0
0,49,57,0,3,25.799999,.6301115649969841,2.078627977968927,114.4,.29079998,.0098000001,.00040000002,2,35.51963860397759,0
0,50,57,0,1.8,4.1999998,.0764765485570643,.4538117461959912,39.799999,.039799999,0,0,1,18.59382371076132,0
0,50,57,0,1.4,4.4000001,.1321080227066866,1.145873917427119,73.800003,.073800005,0,0,2,35.51963860397759,0
0,53,57,0,1,4,0,,,0,.0020000001,.0012000001,1,18.59382371076132,0
0,53,57,0,1,4,0,,,0,.0055,.0024999999,2,35.51963860397759,0
0,56,57,0,13.2,51,.477135752806269,5.028442146331789,1538,1.538,.047200002,.0049999999,1,18.59382371076132,0
0,56,57,0,12,52.200001,.8669231876927406,4.356921092806093,1501.4,1.5014,.1318,.0104,2,35.51963860397759,0
0,3,58,0,4,5.5999999,.0400571422339031,.8119220083305126,87.199997,.087199993,.00020000001,.00060000003,1,2.764035253880103,0
0,3,58,0,4,7.4000001,.1028054043174281,.6350789618310195,21.6,.021600001,.00020000001,.00060000003,2,4.796113430756249,0
0,4,58,0,2,1.5,0,.4085602349529897,17.200001,.032000002,.00040000002,0,2,4.796113430756249,0
0,5,58,0,6.8,8.8000002,.0729967053942594,1.658967068330179,204.39999,.5632,.0020000001,.0016000001,1,2.764035253880103,0
0,5,58,0,7.6,11.8,.0492580119200393,1.60649097156484,506.20001,.79299998,.0060000001,.0026,2,4.796113430756249,0
0,6,58,0,13,17.4,.350339213548413,1.860930339993338,540.40002,.54040003,0,0,1,2.764035253880103,0
0,6,58,0,12.2,22.4,.7616371587463553,2.016029611966364,338.79999,.33879998,0,0,2,4.796113430756249,0
0,8,58,0,17.8,49.400002,1.372931833668434,5.51880318111827,786.59998,.81340003,.0018,0,1,2.764035253880103,0
0,8,58,0,16,43,1.553634750407209,4.507573859231089,600.59998,.60620004,.0034,.00060000003,2,4.796113430756249,0
0,12,58,0,0,1,.0006486486486,.2735750148966309,0,.0012000001,.27920002,.0068000001,1,2.764035253880103,0
0,12,58,0,1.6,9.3999996,.0278968116903997,.6424633689047493,109.2,.1322,.2766,.0044,2,4.796113430756249,0
0,13,58,0,20,75.599998,2.430227877424066,6.361725864362631,272,.29679999,.89499998,.035799999,1,2.764035253880103,0
0,13,58,0,15.6,78.199997,3.776925214046975,4.683152388166854,292.39999,.32160002,1.7078,.048999999,2,4.796113430756249,0
0,15,58,0,18.2,86.199997,2.840192914626207,7.401532985386398,1055.8,1.0654,.07,.0046000001,1,2.764035253880103,0
0,15,58,0,13.6,65.599998,1.689614561043725,6.032694865679505,659,.6652,.18280001,.0058000004,2,4.796113430756249,0
0,16,58,0,0,,0,.1164668172492327,,0,.0099999998,.00020000001,1,2.764035253880103,0
0,17,58,0,8,9.3999996,.1897452270105168,1.668985463667194,297.39999,.3768,.0012000001,.00040000002,1,2.764035253880103,0
0,17,58,0,10.8,19.4,.734928761758474,2.438388552370212,298.39999,.44679999,.021399999,.0041999999,2,4.796113430756249,0
0,18,58,0,3,3.5999999,.0039310959302698,.3966822703683012,.80000001,.091600001,.00020000001,.00020000001,1,2.764035253880103,0
0,18,58,0,4,2.2,.0025262302829173,.5373895377051415,44.400002,.086800002,0,0,2,4.796113430756249,0
0,20,58,0,0,0,0,.1320218435866165,0,.001,.0018,0,1,2.764035253880103,0
0,20,58,0,.6,.80000001,0,.0715638882189739,23,.025,.0096000005,.00020000001,2,4.796113430756249,0
0,22,58,0,7.6,14.6,.2093650094485067,1.48151720285906,376.39999,1.0222,.0020000001,.0016000001,1,2.764035253880103,0
0,22,58,0,8.4,22.799999,.1600829560605858,1.832033595182457,1142.4,1.804,.0060000001,.0026,2,4.796113430756249,0
0,23,58,0,5.2,4.5999999,.0019459459458,.7092337452895751,140.39999,.2638,.00040000002,.00040000002,1,2.764035253880103,0
0,23,58,0,6.4,5.5999999,.0657103369757509,.9898841220235727,203.39999,.43020001,.0027999999,.0014,2,4.796113430756249,0
0,24,58,0,19.8,7.1999998,.1631500386770929,2.562869444210194,459.60001,.65440005,.00060000003,0,1,2.764035253880103,0
0,24,58,0,14,7.8000002,.1365745811224557,2.165326576245209,373,.51160002,.0018,.00020000001,2,4.796113430756249,0
0,25,58,0,3,8,0,.0079006771989728,4.5,.0052499999,.048599999,.0016000001,1,2.764035253880103,0
0,25,58,0,3,11,0,,46,.059,.07,.0022,2,4.796113430756249,0
0,26,58,0,0,1,1.498162852663044,4.034881076764561,9.6000004,.010199999,0,0,1,2.764035253880103,0
0,26,58,0,0,.80000001,2.387112951292523,3.377398936062308,633.40002,.63340002,0,0,2,4.796113430756249,0
0,27,58,0,2,3,.0102334422317087,.3219702965218743,0,.037999999,.00020000001,.00020000001,1,2.764035253880103,0
0,27,58,0,2,3.5999999,.037341004217444,.3488672095811365,45.599998,.0634,0,0,2,4.796113430756249,0
0,28,58,0,0,,0,,14.333333,.014333333,.0016666666,0,2,4.796113430756249,0
0,29,58,0,1.6,1.2,.0814605412708057,.6403128264756632,0,.074000001,.00020000001,0,1,2.764035253880103,0
0,29,58,0,1.6,1.4,.0078096656513736,1.249831009622302,31.799999,.086400002,0,0,2,4.796113430756249,0
0,31,58,0,34.6,40.599998,.2747390435444948,5.197076211737254,1015.6,1.0666,.146,.0096000005,1,2.764035253880103,0
0,31,58,0,28,66,.6961240441823873,2.048070536578972,644.40002,.68220001,.3184,.018999999,2,4.796113430756249,0
0,32,58,0,22.4,30.6,.5470387492074411,3.96107211907127,284.20001,.55059999,.2386,.0184,1,2.764035253880103,0
0,32,58,0,20.4,35.200001,1.175192241237067,4.103566984934167,694.40002,1.1216,.28779998,.022200001,2,4.796113430756249,0
0,33,58,0,0,,0,,0,.1106,0,0,1,2.764035253880103,0
0,33,58,0,0,,.001929656607405,.0484332784880842,83.400002,.092599995,0,0,2,4.796113430756249,0
0,34,58,0,1,4.1999998,.0024175824168698,.4758045310678419,0,.049599998,.00020000001,.00040000002,1,2.764035253880103,0
0,34,58,0,1,3.8,.0064997598305575,.4501834715847452,15.6,.034400001,0,0,2,4.796113430756249,0
0,36,58,0,3.6,4.5999999,.0170258652168392,.686545560402117,147,.1802,.0012000001,.00040000002,1,2.764035253880103,0
0,36,58,0,4.8,4.5999999,.0527524032774544,.9342252296700259,71.800003,.095399998,.0027999999,.0014,2,4.796113430756249,0
0,37,58,0,17,76.400002,2.630469182427098,6.100552819698198,194.8,.20819999,4.0469999,.1622,1,2.764035253880103,0
0,37,58,0,16,86,4.044938299389456,3.519155410111701,161.39999,.186,5.1550002,.17539999,2,4.796113430756249,0
0,38,58,0,1,1.5,.0034737154732617,.0591575886835457,,0,.0054000001,.00020000001,1,2.764035253880103,0
0,38,58,0,0,,.0365108967225118,.3768444410726735,62,.061999999,.022399999,.00060000003,2,4.796113430756249,0
0,39,58,0,7.2,17.799999,.5595336061411288,1.435074334067193,539.40002,.53940004,.1192,.0074,1,2.764035253880103,0
0,39,58,0,5.8,16.4,.2814207877168219,1.36018003068988,430.20001,.43020001,.1778,.0074,2,4.796113430756249,0
0,41,58,0,0,,0,.0407276507220602,0,.1222,0,0,1,2.764035253880103,0
0,41,58,0,0,,0,.1408895690632481,0,.0154,0,0,2,4.796113430756249,0
0,42,58,0,3,1.6,.0056479806084014,.025811669593061,,0,.0018,.00040000002,1,2.764035253880103,0
0,42,58,0,2.4,2,0,.2945676568405897,,0,.0068000001,0,2,4.796113430756249,0
0,43,58,0,0,,0,.1704288938635561,,0,0,0,1,2.764035253880103,0
0,44,58,0,3.8,8.6000004,.0086522126515154,.9967192521453169,73,.1206,.0020000001,.0016000001,1,2.764035253880103,0
0,44,58,0,5.8,10.6,.0998697438389239,1.079991685272186,144.60001,.192,.0060000001,.0026,2,4.796113430756249,0
0,47,58,0,0,,0,,30.75,.030750001,.001,.00075000001,2,4.796113430756249,0
0,48,58,0,12,18.6,.3220398392958643,1.698279534997948,573,.6534,.0144,.001,1,2.764035253880103,0
0,48,58,0,9.800000000000001,17.200001,.1076242356081335,.9372279267451588,320,.4136,.023,.0016000001,2,4.796113430756249,0
0,49,58,0,3,6.1999998,.1037282649616276,.7574518888948938,5.8000002,.26860002,0,0,1,2.764035253880103,0
0,49,58,0,4,14.8,.4783555432081269,1.352762875159887,193.8,.38299999,.00040000002,0,2,4.796113430756249,0
0,50,58,0,0,,0,.2846258569258371,9,.0089999996,0,0,2,4.796113430756249,0
0,51,58,0,0,,0,,113.33334,.11333334,.020333335,.001,2,4.796113430756249,0
0,52,58,0,1,1,0,,,0,0,0,1,2.764035253880103,0
0,54,58,0,0,,0,,165.66667,.16566667,.0099999998,.003,2,4.796113430756249,0
0,56,58,0,20.2,51.400002,.7505476586505707,5.284367744656279,3094.8,3.2026,.0092000002,.0022,1,2.764035253880103,0
0,56,58,0,20.6,67.800003,.8756465654276647,4.916047559366847,2323.3999,2.4033999,.044199999,.0086000003,2,4.796113430756249,0
0,3,60,0,0,1,0,,4,.0040000002,0,.00033333333,1,6.33416530148028,0
0,3,60,0,0,,0,,4.75,.0047499998,.00025000001,0,2,8.156042534157152,0
0,4,60,0,0,0,0,,,0,0,0,1,6.33416530148028,0
0,4,60,0,.3333333333333333,2.3333333,0,,,0,0,0,2,8.156042534157152,0
0,5,60,0,1.6,2,.0540891671031886,.6799460436197368,218.60001,.61519998,.0012000001,.0016000001,1,6.33416530148028,0
0,5,60,0,6.6,8.8000002,.0934316204037371,.4866487089719019,382.60001,.50739998,.0078000003,.0018,2,8.156042534157152,0
0,7,60,0,0,0,0,,1,.001,.0012000001,.0016000001,1,6.33416530148028,0
0,7,60,0,.2,0,.0008198179980613,.0204128803131045,,0,.0078000003,.0018,2,8.156042534157152,0
0,9,60,0,0,,0,.4603742392930391,,0,.001,0,2,8.156042534157152,0
0,10,60,0,0,0,0,,,0,0,0,1,6.33416530148028,0
0,10,60,0,0,,0,,2,.0020000001,0,0,2,8.156042534157152,0
0,11,60,0,1.8,2.4000001,.0553994638441949,.908216583400614,,0,0,0,1,6.33416530148028,0
0,11,60,0,1.4,2.8,.008367172757555,.4998565282784226,,0,0,0,2,8.156042534157152,0
0,12,60,0,15.8,54.400002,1.155721205712064,3.219420979768284,615.79999,.76120001,.97600001,.049599998,1,6.33416530148028,0
0,12,60,1,19,74.800003,2.164619850802862,2.837643493056206,665.20001,.70520002,1.947,.077399999,2,8.156042534157152,0
0,13,60,0,10.6,55.200001,1.199284407058337,3.488706703081586,269.79999,.32800001,.954,.035400003,1,6.33416530148028,0
0,13,60,0,11.6,59.799999,1.195280530170266,1.723489860844697,286.39999,.3098,1.7614,.045599997,2,8.156042534157152,0
0,14,60,0,0,0,0,,,0,0,0,1,6.33416530148028,0
0,14,60,0,0,0,0,,,0,0,0,2,8.156042534157152,0
0,16,60,0,2,1,.0038058801880391,.1703066580853321,0,.0020000001,.0112,.00020000001,1,6.33416530148028,0
0,16,60,0,0,,0,0,,0,.028999999,.001,2,8.156042534157152,0
0,17,60,0,13,29.799999,.9403948764097898,2.415259392029478,564.40002,.65859997,.001,.00080000004,1,6.33416530148028,0
0,17,60,0,13.2,38.799999,.9242035560144822,1.857583782726708,575.79999,.5848,.031399999,.0035999999,2,8.156042534157152,0
0,18,60,0,4.6,2.4000001,.0022181467173326,.4830083520434537,25.4,.1134,.00020000001,0,1,6.33416530148028,0
0,18,60,0,4,1.8,.0240749906841077,.3787808126735862,87,.1106,0,.00020000001,2,8.156042534157152,0
0,20,60,0,0,0,0,.0919527861915431,24.4,.025600001,.0034,0,1,6.33416530148028,0
0,20,60,0,0,0,0,0,3,.0038000001,.0108,.00080000004,2,8.156042534157152,0
0,21,60,0,0,,.9217945663043303,.2357057792270718,,0,.3612,.0178,1,6.33416530148028,0
0,21,60,0,0,0,.0693412984611247,.2272397793239869,5.5,.0055,.89179999,.026000001,2,8.156042534157152,0
0,22,60,0,11.4,14.8,.1768088298180276,1.663013419389354,276.79999,.86859995,.0012000001,.0016000001,1,6.33416530148028,0
0,22,60,0,8.800000000000001,10.4,.1221522445967409,1.295940834580236,444.20001,.60679996,.0078000003,.0018,2,8.156042534157152,0
0,23,60,0,5.8,8.1999998,.0145986206057638,.8093481415725117,146.60001,.2306,.0040000002,.0016000001,1,6.33416530148028,0
0,23,60,0,6.6,14.2,.1651576293668727,.7560731899269983,166,.19139999,.0070000002,.0014,2,8.156042534157152,0
0,24,60,0,4.4,5.5999999,.0170581773937804,.3081539568334398,3.4000001,.0612,.00080000004,.00020000001,1,6.33416530148028,0
0,24,60,0,3,8.8000002,.1377543953418889,.2578412013704947,40.799999,.0438,.0024000001,.00020000001,2,8.156042534157152,0
0,25,60,0,17.2,55.400002,2.129066530093344,3.901675245082718,886,.8962,.075800002,.0040000002,1,6.33416530148028,0
0,25,60,0,18.4,65.400002,2.463784291326095,1.871743196145092,592.79999,.59320003,.092199996,.0092000002,2,8.156042534157152,0
0,26,60,0,1,2,0,,6.1999998,.023600001,0,0,1,6.33416530148028,0
0,26,60,0,0,4.5,.0186907114794624,.2733457085944053,33.599998,.043400001,0,0,2,8.156042534157152,0
0,28,60,0,0,0,.0104023776308458,.2580731054851604,,0,.00020000001,.00020000001,1,6.33416530148028,0
0,28,60,0,0,.5,0,.0633031135301348,4.5,.0044999998,.00020000001,.00020000001,2,8.156042534157152,0
0,29,60,0,0,0,0,,76.599998,.20439999,0,0,1,6.33416530148028,0
0,29,60,0,0,0,0,,126,.16,0,0,2,8.156042534157152,0
0,30,60,0,0,0,0,,,0,0,0,1,6.33416530148028,0
0,30,60,0,0,1,0,,8.666667,.0086666672,0,0,2,8.156042534157152,0
0,32,60,0,9,3.8,.3993168974094237,1.812378269085281,265.79999,.72979999,.078199998,.0142,1,6.33416530148028,0
0,32,60,0,11.4,21.6,.1966840107151093,1.257219417490266,504,.63240004,.155,.016000001,2,8.156042534157152,0
0,33,60,0,14.2,69.199997,2.743546453462646,6.114335315086143,112.4,.1124,0,0,1,6.33416530148028,0
0,33,60,0,9.800000000000001,78.199997,2.01905657152017,3.87521582682085,45.599998,.045599997,0,0,2,8.156042534157152,0
0,34,60,0,4.4,6.5999999,.0447360280894808,1.632439016195613,74.199997,.26499999,.00040000002,.00020000001,1,6.33416530148028,0
0,34,60,0,4.2,13.2,.0652298858883747,.9211675620249007,163.2,.23199999,.00020000001,.00020000001,2,8.156042534157152,0
0,35,60,0,0,0,0,5.406178488523858,,0,.025,0,1,6.33416530148028,0
0,36,60,0,2,3.4000001,.0061406394940846,.3683361307650063,128.2,.12819999,.00040000002,0,1,6.33416530148028,0
0,36,60,0,2.4,7.5999999,.0117357273467346,.3802223615527444,94.400002,.098800004,.0040000002,.0022,2,8.156042534157152,0
0,37,60,0,11,81.199997,3.551046690647928,4.341455887657038,398.60001,.4278,.4578,.0504,1,6.33416530148028,0
0,37,60,1,14.8,122.2,5.131195912533213,1.958001248173607,358.39999,.37620002,1.2504001,.084800005,2,8.156042534157152,0
0,38,60,0,4.6,7.5999999,.2024746096123488,.7300763526057439,239.2,.2392,.0058000004,.00020000001,1,6.33416530148028,0
0,38,60,0,0,.60000002,.098674415439284,.1385508081403064,35,.035,.033400003,.0038000001,2,8.156042534157152,0
0,39,60,0,7.6,23.200001,.4777468497684453,1.647926840339137,375.20001,.3752,.094800003,.0080000004,1,6.33416530148028,0
0,39,60,0,3.4,17.4,.4074153184028095,.4222673086619088,45.799999,.0458,.23,.0112,2,8.156042534157152,0
0,40,60,0,0,2,0,,1,.001,.001,.00020000001,1,6.33416530148028,0
0,40,60,0,0,,0,0,,0,.0040000002,0,2,8.156042534157152,0
0,41,60,0,0,0,0,,,0,0,0,1,6.33416530148028,0
0,41,60,0,0,0,.05394929005407,.0898335067500393,96.400002,.0964,0,0,2,8.156042534157152,0
0,42,60,0,5,10,0,,16,.016000001,.00020000001,0,1,6.33416530148028,0
0,42,60,0,2,5.5999999,0,,135.8,.1358,.0027999999,0,2,8.156042534157152,0
0,44,60,0,0,0,0,,3,.003,.0013333333,.0020000001,1,6.33416530148028,0
0,44,60,0,0,0,0,,7.5999999,.0076000001,.0078000003,.0018,2,8.156042534157152,0
0,45,60,0,.8,2.8,.0313780119050612,.4074060683716315,35.599998,.0396,.0012000001,.0016000001,1,6.33416530148028,0
0,45,60,0,.8,1.4,.2013982105922611,.2778605056224266,43.599998,.046599999,.0078000003,.0018,2,8.156042534157152,0
0,46,60,0,2.2,4.1999998,.0275388956917279,.9873691869824605,140.2,.62699997,0,0,1,6.33416530148028,0
0,46,60,0,2.6,3,.049447457825636,.7227690526036802,335.20001,.51319999,0,0,2,8.156042534157152,0
0,47,60,0,0,0,0,,25.4,.0254,.00020000001,0,1,6.33416530148028,0
0,47,60,0,0,0,0,,1,.001,.0018,0,2,8.156042534157152,0
0,48,60,0,7.2,11.4,.2339884356033066,1.858781451206239,749.20001,.74919999,.0048000002,.00080000004,1,6.33416530148028,0
0,48,60,0,7.2,26.799999,.2792889489077549,1.097428083979402,470.39999,.4756,.0104,.003,2,8.156042534157152,0
0,49,60,0,3.2,7.5999999,.0198808539703557,.8575225687313126,101,.2406,.00020000001,0,1,6.33416530148028,0
0,49,60,0,2,5.4000001,.1260310332510403,.4415987458453179,149.2,.18619999,.0020000001,0,2,8.156042534157152,0
0,50,60,0,0,0,0,.276043073141324,22.4,.022399999,0,0,1,6.33416530148028,0
0,50,60,0,.3333333333333333,2,.0365144675622129,.2323582106853784,31.200001,.035599999,0,0,2,8.156042534157152,0
0,53,60,0,0,0,0,,,0,0,0,1,6.33416530148028,0
0,56,60,0,14.2,49.799999,2.698354961693065,3.716049132594279,1324.8,2.0316,.031200001,.0054000001,1,6.33416530148028,0
0,56,60,0,17,64.199997,1.976945961139205,2.800194431768571,1469.8,1.6941999,.1444,.0126,2,8.156042534157152,0
0,1,61,0,0,,0,.01081081081,,0,0,0,1,16.23090911040471,0
0,1,61,0,0,,0,.0093945725289107,,0,0,0,2,24.79309974828031,0
0,2,61,0,17.8,113.6,3.995153430076245,9.380106347614529,600.79999,.60079998,.5104,.045200001,1,16.23090911040471,0
0,2,61,0,21.4,139.8,4.735716732663935,7.656092379499367,1073.4,1.0734,1.2018001,.065199994,2,24.79309974828031,0
0,3,61,0,1.8,8.1999998,.2084340362199946,.6776631627813469,205.8,.2058,.001,.0022,1,16.23090911040471,0
0,3,61,0,1.6,6,.2120505541562639,.5408238982689967,168.8,.1688,.0020000001,.00040000002,2,24.79309974828031,0
0,4,61,0,5.8,3.2,.0077013884852985,1.012784488482297,13.8,.096799999,.00060000003,0,1,16.23090911040471,0
0,4,61,0,6.8,11,.0543966302117547,1.549576822034445,19.200001,.2272,.00040000002,0,2,24.79309974828031,0
0,5,61,0,4.8,11.8,.0134050653150126,1.861277074950413,177.8,.77600002,.0064000003,.0016000001,1,16.23090911040471,0
0,5,61,0,5.6,13,.0705788245883517,1.482615262562396,205,.82240003,.0142,.003,2,24.79309974828031,0
0,7,61,0,3,5.8000002,.0877129120557385,.9012718029765981,117.4,.1174,.0064000003,.0016000001,1,16.23090911040471,0
0,7,61,0,3.2,6.5999999,.0050389474361673,.8057604867138395,131.2,.1312,.0142,.003,2,24.79309974828031,0
0,11,61,0,0,,0,.7918526782809724,,0,.00050000002,0,1,16.23090911040471,0
0,12,61,1,15,67.400002,.9762410566316767,8.881740568661703,594.40002,.80259997,4.6464,.1728,1,16.23090911040471,0
0,12,61,1,16.6,83.599998,1.704046540509124,7.716939977163788,529.20001,.72000003,8.1101999,.223,2,24.79309974828031,1
